name,username,message,clusters,likes,comments,engajamento,url,time
Nana Rude,nanarude,🚨 CALAMIDADE PÚBLICA! 🚨  Com o agravamento da situação do Rio Grande do Sul  que vive o maior desastre ambiental de sua história  nesta segunda-feira (6)  o apresentador William Bonner fez uma postagem nas redes sociais do Jornal Nacional informando que está embarcando em um avião da FAB que leva doações e um hospital de campanha para a cidade de Canoas  no Rio Grande do Sul.  De lá  um dos locais mais afetados pelas fortes enchentes que assolam o estado  ele irá apresentar o programa  que fará também uma cobertura completa de tudo que está acontecendo. A TV Globo informou que fará uma doação do valor da viagem para uma instituição indicada. (Vídeo: Repost / jornalnacional),Enchente - Rio Grande do Sul,0,1233,0,https://www.instagram.com/nanarude,2024-05-06T07:28:36-07:00
Paulo Halm,paulohalm,Toda ajuda é fundamental. Vamos apoiar nossos irmãos gaúchos em meio à essa catástrofe ambiental e climática e  principalmente  lutar para impedir que a criminosa destruição do meio ambiente torne essa tragédia irreversível.   #sosriograndedosul #MST,"Ajuda durante a enchente, ou desvio de ajuda",21,2,10,https://www.instagram.com/paulohalm,2024-05-06T07:10:20-07:00
César Lacerda,ocesarlacerda,olá  amigas e amigos gaúchos!   venho através deste post  antes de tudo  expressar meu mais profundo sentimento de compaixão diante da imensa catástrofe ambiental que assola o Rio Grande do Sul. meus mais sinceros e condoídos sentimentos à toda gente que perdeu seus entes  seus bichos  bens  sonhos…   é  portanto  tomado por esses sentimentos de consternação  lástima e pêsame  que venho informar que precisaremos adiar o show que faríamos no próximo dia 09/05  quinta-feira  em Porto Alegre  na <redacted_mention>.  a minha produção está em contato com a Casa  buscando o melhor cenário para anunciar em breve uma nova data para o nosso encontro. para quem já havia adquirido ingressos e desejar o reembolso  é só entrar em contato com a <redacted_mention>. no entanto  quem quiser aguardar o anúncio da nova data  o ingresso vale para a próxima ocasião  ok?   obrigado pela compreensão.   meu mais sincero e fraterno abraço!  até breve.,Enchente - Rio Grande do Sul,0,4,0,https://www.instagram.com/ocesarlacerda,2024-05-06T07:07:14-07:00
Sul21,sulvinteum,Poucos dias antes do início das chuvas que infligem ao Rio Grande do Sul a sua maior tragédia climática  a Associação Gaúcha de Proteção ao Ambiente Natural (Agapan) enviou ao governador Eduardo Leite (PSDB) um ofício com o incomum título de “Alerta ao Estado do Rio Grande do Sul e ao Governador do Estado”  seguido pelo subtítulo que dizia: “Registro para fins de tomada de conhecimento sobre alertas emitidos há várias décadas”. O documento foi entregue no último dia 26 de abril.  Logo no início  o ofício deixa claro o objetivo de avisar o governador de que o mundo “está enfrentando uma crise climática”. Antes de parecer estranho que a entidade ambientalista mais antiga do RS e do Brasil se disponha a produzir um documento para informar Leite de algo amplamente discutido no planeta  o ofício revela a péssima relação do governador gaúcho com os ambientalistas do estado.  A calamidade que assola o RS  com 78 mortos e mais de cem desaparecidos até o momento  número que tende a crescer nos próximos dias  é uma “tragédia anunciada” na visão de Heverton Lacerda  presidente da Agapan. “Não existe nada que possa ser feito para evitar o próximo evento climático extremo que vai acontecer porque estamos dentro da crise climática.”  Se no curto prazo há pouco a fazer  no médio e longo prazo a perspectiva pode ser outra. O presidente da Agapan cita como prioridades a recomposição das Áreas de Preservação Permanente (APP)  a recomposição das matas ciliares e o aumento do calado dos rios. A última medida com resultado mais rápido.  Ao citar os rumos para estancar a devastação ambiental que influencia diretamente na mudança climática e abre caminho para a força das águas dos rios  as divergências entre a Agapan (e outras entidades ambientalistas gaúchas) e o governo Leite se tornam evidentes. Mais que isso  explicam o ofício enviado poucos dias antes da atual tragédia causada pelas enchentes.  📲 Confira a reportagem completa clicando no link da nossa bio  📷 Gustavo Mansur/ Palácio Piratin,Imprensa e redes sociais,5293,110,2646,https://www.instagram.com/sulvinteum,2024-05-06T07:05:31-07:00
Uneafro Brasil,uneafrobrasil,EMERGÊNCIA NO RIO GRANDE DO SUL! ⚠️  Apoie as comunidades indígenas vítimas do racismo ambiental no RS. Após as fortes chuvas dos últimos dias  milhares de pessoas foram atingidas e precisam de alimento  produtos de higiene e limpeza  roupas e móveis. Sua doação é muito importante.  Veja aqui os contatos das lideranças indígenas do povo Kaingang e as ajude a dar suporte às pessoas que mais precisam.   #riograndedosul,Racismo ambiental e Enchente do Rio Grande do Sul,490,5,245,https://www.instagram.com/uneafrobrasil/p/C6oSSHCO_ul/?locale=es,2024-05-06T06:55:43-07:00
iMaranhense,imaranhense,"No contexto da devastadora tragédia que assola o estado do Rio Grande do Sul  Cricielle Muniz  diretora geral do Instituto Estadual de Educação  Ciência e Tecnologia do Maranhão (IEMA)  apontou ""racismo ambiental"" relacionado ao que ocorre no estado.  “Reflitamos sobre a emergência climática e o desenvolvimento sustentável. A agricultura familiar é vital. Como mulher preta  destaco o racismo ambiental: os mais afetados são os trabalhadores  dependentes do transporte público e moradores da periferia.” disse Cricielle Muniz.  O racismo ambiental  conceito criado há mais de 40 anos pelo climatologista americado Robert Bullard  e consiste no ideal de que comunidades negras e marginalizadas são desproporcionalmente afetadas pela devastação ambiental.  Esta percepção  antes restrita aos círculos acadêmicos  agora ressoa no debate público mundial  como mostra a recente menção da ministra Anielle Franco.  Cricielle Muniz também é Dirigente Nacional do PT e Suplente de Deputado(a) Estadual no Maranhão e nas redes sociais se identifica como feminista  negra e evangélica.  🔔 l Leia a matéria completa em imaranhense.com e siga <redacted_mention> em todas as plataformas digitais.  🔎 hashtags: #imaranhense #noticias #news #saoluis #maranhao #slz #politica #racismoambiebal #riograndedosul   © Vídeo: Reprodução/Cricielle Muniz",Racismo ambiental e Enchente do Rio Grande do Sul,0,109,0,https://www.instagram.com/imaranhense/reel/C6oQ4JdSIZj/?utm_source=ig_embed&utm_campaign=loading,2024-05-06T06:54:11-07:00
98 FM Natal,98fmnatal,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada. O boletim mais recente da Defesa Civil – divulgado às 18h deste domingo (5) – indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Leia mais em nosso portal  o link está na bio.  📱 Quer receber notícias na palma da sua mão? Mande um “oi” agora mesmo para o nosso WhatsApp: 99998-9898  #98fmnatal #noticias #jornalismo #informação,Imprensa e redes sociais,103,5,52,https://www.instagram.com/98fmnatal,2024-05-06T06:51:12-07:00
Pelos Brasis | Vivendo em uma Kombi,pelos.brasis,O Rio Grande do Sul passa por uma tragédia ambiental e climática há dias  e ainda não acabou. Há previsão de chuvas para esta semana.   Na manhã desta segunda-feira  já são contabilizados 83 mortos  e milhares de desabrigados.   Não conseguimos visitar o Sul com nossa Kombinha ainda  mas parte da família de Lucas é de lá. Acima de tudo  nestes momentos precisamos de união de todos os “Brasis”.  Se puder  doe qualquer quantia para:  casadeculturaeresistencia<redacted_mention> (<redacted_mention> )  doacoes<redacted_mention> (<redacted_mention> )  deisefalci<redacted_mention> (<redacted_mention> ) -> está trabalhando com resgate de animais   Em Cuiabá  há pontos de coleta no CTG Velha Querência (<redacted_mention> ) no check in da Azul Linhas Aéreas  na Todimo Home Center e no Pantanal Shopping.   - Estas são as organizações que conhecemos e confiamos. Mas há diversas outras. Se souberem de mais  deixem nos comentários 🙏🏻  #pelosbrasis #viajantes #riograndedosul #rs,Enchente - Rio Grande do Sul,91,11,46,https://www.instagram.com/pelos.brasis/reel/C6oQ2i6OBDI/?locale=ne_np&hl=ar,2024-05-06T06:45:25-07:00
Jornal Folha do Estado BA,folhadoestadoba,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada. O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.,Imprensa e redes sociais,116,2,58,https://www.instagram.com/folhadoestadoba,2024-05-06T06:43:05-07:00
Diário do Estado,jornal_diariodoestado,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Serviços de infraestrutura  No boletim mais recente  também há informações sobre os serviços de infraestrutura estaduais  reunidos pelas Secretarias do Meio Ambiente e Infraestrutura  de Logística e Transportes e da Educação.  Pelo menos 261 mil pontos do estado estão sem energia elétrica (27% do total de clientes) e mais de 854 mil estão sem abastecimento de água (27% do total).  As chuvas provocam danos e alterações no tráfego nas rodovias. São 110 trechos em 61 rodovias com bloqueios totais e parciais  entre estradas e pontes. As informações são do Departamento Autônomo de Estradas de Rodagem (Daer). Segundo a Secretaria de Logística e Transportes (Selt)  há um trabalho em curso para desobstruir as estradas o mais rápido possível.  Também foram divulgados dados em relação às escolas afetadas pelas enchentes  o que inclui as que foram danificadas  servindo de abrigo  com problemas de transporte e de acesso  entre outras questões. Nessa situação  há 733 escolas em 229 municípios  com 247.228 estudantes impactados.  #riograndedosul #chuvas #desastre #meioambiente #goias #DiariodoEstado,Imprensa e redes sociais,14,0,7,https://www.instagram.com/jornal_diariodoestado,2024-05-06T06:40:40-07:00
Notícia Verídica,noticiaveridica_,Vocês conheciam o termo “Racismo Ambiental “? A diretora-geral do IEMA  Cricielle  em meio a tragédia no Rio Grande do Sul  falou sobre o “Racismo Ambiental” e postou o seguinte:  “Reflitamos sobre a emergência climática e o desenvolvimento sustentável. A agricultura familiar é vital. Como mulher preta  destaco o racismo ambiental: os mais atetados sao os trabalhadores  dependentes do transporte público e moradores da periferia.”  Obs: No Rio Grande do Sul todos foram afetados igualmente  onde já passa de mais de 80 óbitos confirmados e mais de 120 desaparecidos.  Vocês acham que foi um bom momento para falar sobre isso?  ↘️ Siga nosso instagram: 🗣️ <redacted_mention>,Imprensa e redes sociais,1351,876,676,https://www.instagram.com/noticiaveridica_,2024-05-06T06:35:08-07:00
Voz do Campo,vozdocampo,Quase 850 mil pessoas foram afetadas por chuvas no Rio Grande do Sul  Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada. O boletim mais recente da Defesa Civil – divulgado às 18h deste domingo (5) – indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos. Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas. A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical. Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha. Saiba mais em nosso story!  #vozdocampo #todospelors,Imprensa e redes sociais,462,13,231,https://www.instagram.com/amazonia_online/p/C6n-fS2us3H/,2024-05-06T06:27:48-07:00
Jornal da Região,jrjundiai,Um avião repleto de amor e doações para as vítimas das chuvas no Rio Grande do Sul (RS) partirá de Jundiaí nesta segunda-feira (6) com destino a Porto Alegre (RS). Graças a uma parceria entre a Prefeitura  por meio do Fundo Social de Solidariedade (FUNSS) e da Rede de Cooperação  com a Azul Conecta  cerca de 6 mil toneladas de água  produtos de higiene pessoal  cobertores  travesseiros  roupas de cama  entre outros itens  foram arrecadadas neste domingo (5). Tudo será levado ao longo da semana ao Estado que passa por uma tragédia ambiental.  O Funss segue recebendo itens de higiene pessoal  água  colchões infláveis  cobertores  travesseiros  roupas de cama e banho. Quem deseja fazer doações em grandes quantidades  pode agendar por meio dos telefones (11) 4589-6320 ou 4589-6319.  O Fundo Social fica na Avenida Dona Manoela Lacerda de Vergueiro  s/n  Portão 3.,Imprensa e redes sociais,4722,88,2361,https://www.instagram.com/jrjundiai,2024-05-06T06:25:55-07:00
Rádio Clube de Itaúna,radioclube935,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical. Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Leia a matéria na íntegra no site! LINK NOS STORIES!  #riograndedosul #chuvas #defesacivil #desastre #,Imprensa e redes sociais,0,0,0,https://www.instagram.com/radioclube935,2024-05-06T06:25:15-07:00
REDE DE NOTÍCIAS | ALTO - MÉDIO SERTÃO | PUBLICIDADE,italotimoteo.com.br,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Serviços de infraestrutura  No boletim mais recente  também há informações sobre os serviços de infraestrutura estaduais  reunidos pelas Secretarias do Meio Ambiente e Infraestrutura  de Logística e Transportes e da Educação.  Pelo menos 261 mil pontos do estado estão sem energia elétrica (27% do total de clientes) e mais de 854 mil estão sem abastecimento de água (27% do total).  As chuvas provocam danos e alterações no tráfego nas rodovias. São 110 trechos em 61 rodovias com bloqueios totais e parciais  entre estradas e pontes. As informações são do Departamento Autônomo de Estradas de Rodagem (Daer). Segundo a Secretaria de Logística e Transportes (Selt)  há um trabalho em curso para desobstruir as estradas o mais rápido possível.  Também foram divulgados dados em relação às escolas afetadas pelas enchentes  o que inclui as que foram danificadas  servindo de abrigo  com problemas de transporte e de acesso  entre outras questões. Nessa situação  há 733 escolas em 229 municípios  com 247.228 estudantes impactados.  Continua nos comentários…,Imprensa e redes sociais,392,5,196,https://www.instagram.com/italotimoteo.com.br,2024-05-06T06:22:22-07:00
Agência Sertão,agenciasertaobr,A Defesa Civil divulgou um boletim mostrando que quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada. As últimas informações dão conta de que já foram 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.   Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Leia a matéria completa em agenciasertao.com.  #riograndedosul #sosriograndedosul,Enchente - Rio Grande do Sul,298,0,149,https://www.instagram.com/agenciasertaobr,2024-05-06T06:16:13-07:00
Cidade Operária (Deprê 🦅),cidadeoperariaoficial,Vocês conheciam o termo “Racismo Ambiental “? A diretora-geral do lEMA  Cricielle  em meio a tragédia no Rio Grande do Sul  falou sobre o “Racismo Ambiental “ e postou o seguinte:  “Reflitamos sobre a emergência climática e o desenvolvimento sustentável. A agricultura familiar é vital. Como mulher preta  destaco o racismo ambiental: os mais afetados são os trabalhadores  dependentes do transporte público e moradores da periferia.”  Obs: No Rio Grande do Sul todos foram afetados igualmente  onde já passa de mais de 80 óbitos ⚫️ confirmados e mais de 120 desaparecidos.   Vocês acham que foi um bom momento para falar sobre isso ?  Siga : <redacted_mention>,Racismo ambiental,968,381,484,https://www.instagram.com/cidadeoperariaoficial,2024-05-06T06:14:13-07:00
O Diário da Encosta da Serra,odiarionet,Quase 850 mil pessoas foram impactadas até às 18h do domingo  dia 5  pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 9h de hoje - indica que há 83 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 276 e há 111 desaparecidos.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical. Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.,Enchente - Rio Grande do Sul,440,4,220,https://www.instagram.com/odiarionet,2024-05-06T06:13:52-07:00
BlogAR por Priscila Torres,artritereumatoide,🚨 O Conselho Nacional de Saúde (CNS) se sente consternado e se solidariza com o povo gaúcho  vítima da tragédia ambiental que assola o Rio Grande do Sul  marcando um momento triste na história. . 🆘 Entendemos que a solidariedade neste momento é fundamental  mesmo que o impacto devastador dessa tragédia vá além dos danos materiais  atingindo diretamente a saúde e o bem-estar das pessoas. . 🤝🏿 Reforçamos a importância da ajuda através dos canais oficiais e também nos somamos a ação organizada pelo Conselho Estadual de Saúde (CES) do RS e demais entidades  apoiando a COZINHA SOLIDÁRIA DA JUVENTUDE  onde estão sendo produzidas refeições para as famílias atingidas pelas fortes chuvas.   🤝🏾 A Cozinha Solidária está funcionando em Porto Alegre (RS)  na Vila Barracão  Grande Cruzeiro  rua Dona Helena  nº 100  e doações podem ser feitas através do PIX: 51999726020  em nome de Mariana Dambroz  coordenadora estadual do Levante da Juventude e assessora de comunicação do CES/RS. . ⚪ O CNS reafirma seu compromisso com a defesa do meio ambiente e da saúde pública  e coloca-se à disposição para colaborar com as autoridades e demais instituições no enfrentamento desta crise. . #REPOST  <redacted_mention> . #SolidariedadeRioGrandeDoSul #mudancaclimática #Enchentes #conselhonacionaldesaude,Enchente - Rio Grande do Sul,97,0,48,https://www.instagram.com/artritereumatoide/p/C6oMtyItGwp/,2024-05-06T06:07:05-07:00
Isadora Lais Costa Brandelli,isadoranaoentendenada,Mais claro que nunca  TODO PODER É NOSSO. O rio grande do sul passa provavelmente pela sua maior tragédia ambiental e  mesmo que de formas distintas  quase todos nós estamos sendo afetados de alguma maneira  é muito claro a força que o povo tem. As pessoas não estão medindo esforços pra doar  pra ajudar  pra compartilhar  resgatar  abrigar  fazer diminuir um pouco que seja o sofrimento que tem sido esses dias. O povo tem o povo  e muitas vezes só. Somos nós que sentimos o efeito do descaso político e do capitalismo  somos nós que nos unimos pra sobreviver. Nunca se esqueçam disso.,Enchente - Rio Grande do Sul,52070,511,26035,https://www.instagram.com/isadoranaoentendenada,2024-05-06T06:01:19-07:00
Rádio Cidade FM 104.1 - Itapema,radiocidadesc,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada. O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Leia ou ouça a matéria completa no portal (link na bio ou story)  🧐 radiocidadesc.com.br | 📻 104.1FM,Imprensa e redes sociais,15,0,8,https://www.instagram.com/radiocidadesc,2024-05-06T05:52:20-07:00
Rádio & TV Floresta🎧📺,sistemafloresta,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h de domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Veja mais detalhes no Floresta News - o seu portal de notícias.,Imprensa e redes sociais,299,8,150,https://www.instagram.com/sistemafloresta,2024-05-06T05:49:17-07:00
Fenae,fenaefederacao,🤲 É hora de unir forças para ajudar o povo gaúcho neste momento.  Conforme o levantamento da Defesa Civil  são 141 3 mil pessoas fora de casa  sendo 19 3 mil em abrigos e 121 9 mil desalojadas (nas casas de familiares ou amigos).   Ao todo  são contabilizadas 78 mortes  até o momento  em decorrência da tragédia ambiental que atingiu o estado. Número esse que pode aumentar!  O governo Federal reconhece o estado de calamidade pública  em 336 municípios do Rio Grande do Sul.  Nessas horas devemos nos sensibilizar e estender a mão em um gesto de amor e solidariedade!  🙏 Como doar:  Conta para transferência bancária: Banco Caixa (104) Agência: 1041 Operação: 003 Conta corrente: 50174-4 Federação Nacional das Associações do Pessoal CEF.  PIX (CNPJ): 34.267.237/0001-55  ➡ Leia mais nos stories ou acessando a bio.  ➡Acesse www.fenae.org.br para mais informações.,"Ajuda durante a enchente, ou desvio de ajuda",102,3,51,https://www.instagram.com/apcefma/p/C6pBfYOJlcg/,2024-05-06T05:46:40-07:00
J3News Jornal e Tv,j3news.rj,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada. O boletim mais recente da Defesa Civil – divulgado às 18h deste domingo (5) – indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Agora  o total de mortes está bem acima do anterior e é considerado por autoridades como o pior desastre climático da história gaúcha.  Leia mais no site J3News #enchente #rs #riograndedosul #tragedia #governo,Imprensa e redes sociais,32,2,16,https://www.instagram.com/j3news.rj,2024-05-06T05:42:14-07:00
𝗟𝗙 𝗡𝗘𝗪𝗦 𝗕𝗥𝗔𝗦𝗜𝗟,lfnewsbrasil,Quase 850 mil pessoas (844.673) foram impactadas até o momento pelas chuvas fortes que atingem o Rio Grande do Sul desde a semana passada.  O boletim mais recente da Defesa Civil - divulgado às 18h deste domingo (5) - indica que há 78 mortes confirmadas e pelo menos mais quatro em investigação. O número de feridos é de 175 e há 105 desaparecidos.  Por causa do mau tempo  134.331 pessoas tiveram de abandonar as casas em que vivem  sendo que 115.844 estão desalojadas e outras 18.487 vivem em abrigos. Dos 497 municípios gaúchos  341 foram afetados por alguma ocorrência relacionada às chuvas.  A última catástrofe ambiental no Rio Grande do Sul foi em setembro de 2023  quando 54 pessoas morreram depois da passagem de um ciclone extratropical.  Continue lendo a matéria no site #LFNews | link na bio ou nos stories,Imprensa e redes sociais,5,0,2,https://www.instagram.com/lfnewsbrasil,2024-05-06T05:40:14-07:00
Rodrigo Alves,mlkculto,Título: “Brasil Sob as Águas: Reportagem Especial sobre a Maior Enchente da História”  E aí  pessoal  aqui é o seu youtuber jornalístico trazendo uma notícia séria e importante para todos nós. Hoje  vamos falar sobre a maior enchente que já assolou o Brasil. É uma situação de extrema gravidade  e precisamos estar cientes dos impactos e das medidas que estão sendo tomadas.  #EnchenteBrasil #Alerta #Solidariedade  Essa tragédia natural afetou milhões de pessoas em várias regiões do país  causando destruição  desabrigando famílias e  infelizmente  tirando vidas. É um momento de solidariedade  de união  de estender a mão ao próximo e ajudar da forma que pudermos.  #Ajude #FaçaADiferença #Compaixão  Os números são impressionantes e assustadores. Ruas transformadas em rios  casas completamente submersas  cidades inteiras em estado de calamidade. Os danos materiais são incalculáveis  e a recuperação será um longo processo que exigirá esforços conjuntos de governos  organizações e da população em geral.  #Recuperação #JuntosSomosMaisFortes #BrasilSolidário  É importante ressaltar também a importância da prevenção e do planejamento urbano adequado para evitar tragédias como essa no futuro. Investimentos em infraestrutura  drenagem e preservação ambiental são fundamentais para minimizar os impactos das enchentes e proteger as comunidades vulneráveis.  #Prevenção #Sustentabilidade #MeioAmbiente  Neste momento difícil  queremos expressar nossa solidariedade a todos os afetados por essa tragédia. Vamos nos unir  vamos ajudar  vamos fazer a diferença. Juntos  podemos superar os desafios e reconstruir o Brasil mais forte e resiliente.  #ForçaBrasil #SolidariedadeSemFronteiras #juntosvenceremos,Enchente - Rio Grande do Sul,1626,0,813,https://www.instagram.com/mlkculto,2024-05-06T05:39:27-07:00
